state,code_state,district,code_district,code_state_district,year,population_total,area_km2,population_growth,housing_total,housing_occupied,housing_empty,household_total,household_size_avg,sex_male,sex_female,nationality_citizen,nationality_non_citizen,ethnicity_bumi,ethnicity_chinese,ethnicity_indian,ethnicity_other,age_0_14,age_15_64,age_65_above,marital_of_age,marital_never_married,marital_married,marital_widowed,marital_separated,marital_unknown,religion_muslim,religion_christian,religion_buddhist,religion_hindu,religion_other,religion_atheist,religion_unknown,density_urban,density_rural,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
Sabah,12,Tongod,24,12_24,1970,,10054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Tongod,24,12_24,1980,,10054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Tongod,24,12_24,1991,,10054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Tongod,24,12_24,2000,23730.0,10054,,4623.0,4623.0,,4688.0,5.0,12710.0,11020.0,19807.0,3923.0,19253.0,212.0,2.0,340.0,9937.0,13337.0,456.0,13793.0,4373.0,8898.0,367.0,155.0,,7061.0,16461.0,127.0,3.0,16,8.0,54.0,,23730.0,,,,,,,,,,,
Sabah,12,Tongod,24,12_24,2010,35341.0,10054,4.0,6547.0,5882.0,665.0,6017.0,5.9,19082.0,16259.0,25842.0,9499.0,25081.0,398.0,24.0,339.0,14505.0,20010.0,826.0,20836.0,6707.0,13307.0,652.0,170.0,,13972.0,18984.0,227.0,24.0,6,,2128.0,,35341.0,,,,,,,,,,,
Sabah,12,Tongod,24,12_24,2020,42742.0,10054,1.9,11231.0,9838.0,1393.0,10380.0,4.1,23126.0,19616.0,26463.0,16279.0,26176.0,194.0,22.0,71.0,10766.0,29679.0,2297.0,27511.0,8116.0,18416.0,722.0,240.0,17.0,22663.0,19740.0,164.0,148.0,8,19.0,,,42742.0,,,,,,,,,,,
Sabah,12,Putatan,25,12_25,1970,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Putatan,25,12_25,1980,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Putatan,25,12_25,1991,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Putatan,25,12_25,2000,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Putatan,25,12_25,2010,54733.0,40,,12948.0,11065.0,1883.0,11269.0,4.8,28594.0,26139.0,51123.0,3610.0,46023.0,2887.0,319.0,1894.0,17053.0,36373.0,1307.0,37680.0,14145.0,22198.0,910.0,427.0,,40475.0,8846.0,1596.0,69.0,76,35.0,3636.0,54733.0,,,,,,,,,,,,
Sabah,12,Putatan,25,12_25,2020,68811.0,40,2.3,17470.0,15116.0,2354.0,15870.0,4.3,35590.0,33221.0,63490.0,5321.0,58188.0,3955.0,294.0,1053.0,23727.0,41580.0,3504.0,50483.0,18981.0,29006.0,1500.0,985.0,11.0,54835.0,11866.0,1893.0,86.0,51,80.0,,68811.0,,,,,,,,,,,,
Sabah,12,Telupid,26,12_26,1970,,2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Telupid,26,12_26,1980,,2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Telupid,26,12_26,1991,,2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Telupid,26,12_26,2000,,2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Telupid,26,12_26,2010,,2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Telupid,26,12_26,2020,29241.0,2210,,8935.0,7859.0,1076.0,7827.0,3.7,15992.0,13249.0,17833.0,11408.0,17037.0,145.0,87.0,564.0,6860.0,20960.0,1421.0,20200.0,8314.0,11281.0,354.0,235.0,16.0,15754.0,13383.0,54.0,23.0, . ,27.0,,,29241.0,,,,,,,,,,,
Sabah,12,Kalabakan,27,12_27,1970,,3885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Kalabakan,27,12_27,1980,,3885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Kalabakan,27,12_27,1991,,3885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Kalabakan,27,12_27,2000,,3885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Kalabakan,27,12_27,2010,,3885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabah,12,Kalabakan,27,12_27,2020,48195.0,3885,,12870.0,11435.0,1435.0,12024.0,4.0,26503.0,21692.0,17550.0,30645.0,17273.0,73.0,5.0,199.0,9867.0,36512.0,1816.0,32711.0,9510.0,20353.0,919.0,359.0,1570.0,44363.0,3594.0,30.0,66.0,1,2.0,139.0,,48195.0,,,,,,,,,,,
Sarawak,13,Kuching,1,13_1,1970,212806.0,1498,,,,,,,107176.0,105630.0,212806.0,,103476.0,104193.0,,5137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarawak,13,Kuching,1,13_1,1980,299330.0,1498,3.4,,,,,,150336.0,148994.0,299330.0,,160422.0,132239.0,2291.0,4378.0,119443.0,169669.0,10218.0,,,,,,,,,,,,,,72555.0,226775.0,,,,,,,,,,,
Sarawak,13,Kuching,1,13_1,1991,369200.0,1498,2.1,76755.0,65876.0,10879.0,68842.0,5.2,184293.0,184907.0,366978.0,2222.0,206185.0,154113.0,2465.0,4215.0,127235.0,228652.0,13313.0,280847.0,130735.0,137733.0,10497.0,1882.0,,136170.0,98385.0,77871.0,1515.0,39949,13872.0,152.0,277905.0,91295.0,,,,,,,,,,,
Sarawak,13,Kuching,1,13_1,2000,494109.0,1498,2.9,108270.0,95483.0,12787.0,97809.0,4.9,247537.0,246572.0,485782.0,8327.0,293685.0,188823.0,2475.0,799.0,155427.0,319450.0,19232.0,338682.0,124562.0,201253.0,10549.0,2318.0,,195396.0,149116.0,105843.0,1777.0,27963,8514.0,5500.0,422240.0,71869.0,,,,,,,,,,,
Sarawak,13,Kuching,1,13_1,2010,598617.0,1498,1.9,145869.0,131582.0,14287.0,133496.0,4.4,303499.0,295118.0,588991.0,9626.0,364225.0,219587.0,3086.0,2093.0,159510.0,406041.0,33066.0,439107.0,139381.0,282220.0,14018.0,3488.0,,228007.0,150610.0,174184.0,1792.0,36574,4510.0,2940.0,522482.0,76135.0,,,,,,,,,,,
Sarawak,13,Kuching,1,13_1,2020,609205.0,1498,0.2,180026.0,136292.0,43734.0,142732.0,4.3,307666.0,301539.0,599228.0,9977.0,376481.0,218716.0,2562.0,1469.0,133423.0,426714.0,49068.0,475782.0,187367.0,256341.0,19738.0,10819.0,1517.0,247593.0,199223.0,149807.0,1644.0,2426,6994.0,1518.0,558113.0,51092.0,,,,,,,,,,,
Sarawak,13,Bau,2,13_2,1970,29570.0,884,,,,,,,15005.0,14565.0,29570.0,,20642.0,8769.0,,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarawak,13,Bau,2,13_2,1980,31449.0,884,0.6,,,,,,15685.0,15764.0,31449.0,,23417.0,7982.0,20.0,30.0,14759.0,15513.0,1177.0,,,,,,,,,,,,,,,31449.0,,,,,,,,,,,
Sarawak,13,Bau,2,13_2,1991,35958.0,884,1.3,7734.0,6565.0,1169.0,6723.0,5.0,18047.0,17911.0,35826.0,132.0,27134.0,8605.0,38.0,49.0,14517.0,19698.0,1743.0,26410.0,11767.0,13081.0,1330.0,232.0,,3491.0,18926.0,5088.0,22.0,7412,1019.0,,,35958.0,,,,,,,,,,,
Sarawak,13,Bau,2,13_2,2000,41824.0,884,1.5,9323.0,7820.0,1503.0,7913.0,5.3,21499.0,20325.0,41589.0,235.0,32728.0,8778.0,63.0,20.0,15163.0,24201.0,2460.0,26661.0,8564.0,16490.0,1333.0,274.0,,3961.0,26310.0,5622.0,12.0,5423,496.0,,,41824.0,,,,,,,,,,,
Sarawak,13,Bau,2,13_2,2010,52760.0,884,2.3,11680.0,10875.0,805.0,10947.0,4.8,27132.0,25628.0,51599.0,1161.0,42212.0,9172.0,128.0,87.0,16697.0,32288.0,3775.0,36063.0,11795.0,22022.0,1897.0,349.0,,5107.0,32824.0,8013.0,23.0,6393,73.0,327.0,,52760.0,,,,,,,,,,,
Sarawak,13,Bau,2,13_2,2020,52643.0,884,0.0,15187.0,11176.0,4011.0,11279.0,4.7,27339.0,25304.0,51525.0,1118.0,42666.0,8654.0,93.0,112.0,10647.0,37133.0,4863.0,41996.0,16948.0,21947.0,2283.0,744.0,74.0,6234.0,38422.0,7219.0,14.0,353,327.0,74.0,,52643.0,,,,,,,,,,,
Sarawak,13,Lundu,3,13_3,1970,17856.0,1812,,,,,,,9204.0,8652.0,17856.0,,14518.0,3314.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarawak,13,Lundu,3,13_3,1980,21576.0,1812,1.9,,,,,,11083.0,10493.0,21576.0,,18003.0,3513.0,8.0,52.0,9831.0,11073.0,672.0,,,,,,,,,,,,,,,21576.0,,,,,,,,,,,
Sarawak,13,Lundu,3,13_3,1991,24493.0,1812,1.3,5302.0,4606.0,696.0,4737.0,4.8,12670.0,11823.0,23979.0,514.0,20442.0,3451.0,25.0,61.0,9887.0,13611.0,995.0,17739.0,7644.0,9105.0,816.0,174.0,,8456.0,8317.0,2199.0,21.0,4514,927.0,,,24493.0,,,,,,,,,,,
Sarawak,13,Lundu,3,13_3,2000,27345.0,1812,1.1,6943.0,5452.0,1491.0,5498.0,5.0,13950.0,13395.0,26829.0,516.0,23408.0,3375.0,20.0,26.0,10708.0,15258.0,1379.0,16637.0,4824.0,10800.0,810.0,203.0,,9849.0,11617.0,2446.0,12.0,2850,571.0,,,27345.0,,,,,,,,,,,
Sarawak,13,Lundu,3,13_3,2010,32568.0,1812,1.7,7969.0,7180.0,789.0,7212.0,4.5,16910.0,15658.0,31212.0,1356.0,27526.0,3554.0,36.0,96.0,10677.0,20008.0,1883.0,21891.0,6539.0,13915.0,1093.0,344.0,,12648.0,13185.0,3112.0,12.0,2476,862.0,273.0,,32568.0,,,,,,,,,,,
Sarawak,13,Lundu,3,13_3,2020,33479.0,1812,0.3,11478.0,8532.0,2946.0,8791.0,3.8,17956.0,15523.0,30815.0,2664.0,27502.0,3166.0,25.0,122.0,7887.0,22800.0,2792.0,25592.0,8756.0,14924.0,1359.0,553.0,,13423.0,16651.0,2607.0,18.0,537,243.0,,,33479.0,,,,,,,,,,,
Sarawak,13,Samarahan,4,13_4,1970,,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarawak,13,Samarahan,4,13_4,1980,,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarawak,13,Samarahan,4,13_4,1991,46583.0,407,,9522.0,8563.0,959.0,8757.0,5.1,23672.0,22911.0,46550.0,33.0,38695.0,7446.0,290.0,119.0,20473.0,24467.0,1643.0,31776.0,13141.0,17112.0,1334.0,189.0,,31422.0,7269.0,3640.0,213.0,3045,981.0,3.0,,46583.0,,,,,,,,,,,
Sarawak,13,Samarahan,4,13_4,2000,46966.0,407,0.1,9559.0,8118.0,1441.0,8199.0,5.2,23583.0,23383.0,46763.0,203.0,38268.0,8281.0,175.0,39.0,16963.0,28594.0,1409.0,30003.0,11679.0,17160.0,986.0,178.0,,28065.0,11484.0,4710.0,129.0,2282,292.0,4.0,23064.0,23902.0,,,,,,,,,,,
Sarawak,13,Samarahan,4,13_4,2010,85495.0,407,6.0,23729.0,16428.0,7301.0,16635.0,4.6,42271.0,43224.0,84765.0,730.0,67630.0,16446.0,419.0,270.0,27800.0,54841.0,2854.0,57695.0,20422.0,35347.0,1579.0,347.0,,43646.0,23650.0,13860.0,198.0,3868,200.0,73.0,64619.0,20876.0,,,,,,,,,,,
Sarawak,13,Samarahan,4,13_4,2020,128284.0,407,4.1,42499.0,28007.0,14492.0,37080.0,3.7,62212.0,66072.0,126866.0,1418.0,102875.0,23010.0,697.0,284.0,28094.0,94798.0,5392.0,100190.0,46345.0,49374.0,2952.0,1519.0,,63679.0,46621.0,16611.0,504.0,363,506.0,,106650.0,21634.0,,,,,,,,,,,
Sarawak,13,Serian,5,13_5,1970,53699.0,1749,,,,,,,27700.0,25999.0,53699.0,,43626.0,9231.0,,842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarawak,13,Serian,5,13_5,1980,64542.0,1749,1.8,,,,,,32282.0,32260.0,64542.0,,52606.0,10833.0,65.0,1038.0,28892.0,33595.0,2055.0,,,,,,,,,,,,,,,64542.0,,,,,,,,,,,
Sarawak,13,Serian,5,13_5,1991,71874.0,1749,1.1,14698.0,13032.0,1666.0,13457.0,5.0,35866.0,36008.0,71580.0,294.0,60436.0,10197.0,75.0,872.0,27884.0,40779.0,3211.0,53497.0,22457.0,27746.0,2613.0,681.0,,8555.0,49430.0,3346.0,60.0,7273,3189.0,3.0,,71874.0,,,,,,,,,,,
Sarawak,13,Serian,5,13_5,2000,79632.0,1749,1.0,18142.0,15504.0,2638.0,15765.0,5.0,40002.0,39630.0,79039.0,593.0,69199.0,9731.0,74.0,35.0,28362.0,47015.0,4255.0,51270.0,14180.0,33750.0,2804.0,536.0,,10547.0,58090.0,7025.0,30.0,3109,494.0,337.0,,79632.0,,,,,,,,,,,
Sarawak,13,Serian,5,13_5,2010,89078.0,1749,1.1,20490.0,19107.0,1383.0,19286.0,4.6,45137.0,43941.0,87356.0,1722.0,78742.0,8156.0,193.0,265.0,26334.0,56486.0,6258.0,62744.0,17797.0,41087.0,3328.0,532.0,,13235.0,61770.0,6630.0,28.0,7144,224.0,47.0,11059.0,78019.0,,,,,,,,,,,
Sarawak,13,Serian,5,13_5,2020,85345.0,1749,-0.4,29766.0,21656.0,8110.0,21663.0,3.9,43818.0,41527.0,83712.0,1633.0,69080.0,14412.0,124.0,96.0,18187.0,58512.0,8646.0,67158.0,21271.0,40434.0,4280.0,1173.0,,13619.0,58786.0,12171.0,60.0,641,68.0,,20531.0,64814.0,,,,,,,,,,,
Sarawak,13,Simunjan,6,13_6,1970,31188.0,2218,,,,,,,15702.0,15486.0,31188.0,,27357.0,3263.0,,568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarawak,13,Simunjan,6,13_6,1980,34914.0,2218,1.1,,,,,,17444.0,17470.0,34914.0,,30966.0,2912.0,2.0,1034.0,15396.0,18422.0,1096.0,,,,,,,,,,,,,,,34914.0,,,,,,,,,,,
Sarawak,13,Simunjan,6,13_6,1991,45971.0,2218,2.8,9779.0,8717.0,1062.0,8978.0,4.8,23158.0,22813.0,45931.0,40.0,42115.0,2820.0,14.0,982.0,18171.0,25830.0,1970.0,33604.0,13874.0,17778.0,1584.0,368.0,,26925.0,11580.0,1073.0,12.0,3572,2765.0,2.0,,45971.0,,,,,,,,,,,
Sarawak,13,Simunjan,6,13_6,2000,37287.0,2218,-2.1,8252.0,7560.0,692.0,7670.0,4.8,18852.0,18435.0,37243.0,44.0,35711.0,1406.0,6.0,120.0,13902.0,21560.0,1825.0,23385.0,6713.0,15260.0,1237.0,175.0,,19995.0,13300.0,1002.0,5.0,1721,936.0,328.0,,37287.0,,,,,,,,,,,
Sarawak,13,Simunjan,6,13_6,2010,38324.0,2218,0.3,9245.0,8499.0,746.0,8576.0,4.5,19646.0,18678.0,37269.0,1055.0,35932.0,1215.0,25.0,97.0,11910.0,23607.0,2807.0,26414.0,7833.0,16744.0,1580.0,257.0,,22184.0,12854.0,818.0,6.0,2125,244.0,93.0,,38324.0,,,,,,,,,,,
Sarawak,13,Simunjan,6,13_6,2020,36211.0,2218,-0.6,11972.0,9052.0,2920.0,8972.0,4.0,19077.0,17134.0,34012.0,2199.0,32862.0,892.0,4.0,254.0,8123.0,24430.0,3658.0,28088.0,9746.0,16375.0,1398.0,569.0,,22283.0,13108.0,610.0,12.0,126,72.0,,,36211.0,,,,,,,,,,,
Sarawak,13,Sri Aman,7,13_7,1970,54197.0,2324,,,,,,,27350.0,26847.0,54197.0,,46400.0,7686.0,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarawak,13,Sri Aman,7,13_7,1980,65589.0,2324,1.9,,,,,,33035.0,32554.0,65589.0,,56136.0,9267.0,95.0,91.0,26279.0,36849.0,2461.0,,,,,,,,,,,,,,,65589.0,,,,,,,,,,,
Sarawak,13,Sri Aman,7,13_7,1991,58639.0,2324,-1.1,14935.0,12718.0,2217.0,13126.0,4.2,28763.0,29876.0,58433.0,206.0,49640.0,8703.0,51.0,39.0,20100.0,35378.0,3161.0,44325.0,16223.0,24833.0,2589.0,680.0,,15369.0,27032.0,2907.0,28.0,9062,4022.0,12.0,18503.0,40136.0,,,,,,,,,,,
Sarawak,13,Sri Aman,7,13_7,2000,62775.0,2324,0.7,15762.0,14049.0,1713.0,14210.0,4.4,31244.0,31531.0,62496.0,279.0,54588.0,7880.0,14.0,14.0,21156.0,37685.0,3934.0,41619.0,10731.0,27780.0,2516.0,592.0,,18530.0,34240.0,5167.0,19.0,3077,962.0,780.0,21243.0,41532.0,,,,,,,,,,,
Sarawak,13,Sri Aman,7,13_7,2010,64500.0,2324,0.3,16500.0,15505.0,995.0,15630.0,4.1,32661.0,31839.0,63878.0,622.0,55074.0,8614.0,70.0,120.0,19413.0,39933.0,5154.0,45087.0,12180.0,29921.0,2607.0,379.0,,17207.0,30060.0,7124.0,56.0,9896,115.0,42.0,29534.0,34966.0,,,,,,,,,,,
Sarawak,13,Sri Aman,7,13_7,2020,61238.0,2324,-0.5,17871.0,13405.0,4466.0,13306.0,4.6,31710.0,29528.0,59876.0,1362.0,52493.0,7251.0,26.0,106.0,12774.0,41153.0,7311.0,48464.0,18989.0,25444.0,2987.0,1044.0,,16407.0,38675.0,5381.0,26.0,112,637.0,,27692.0,33546.0,,,,,,,,,,,
Sarawak,13,Lubok Antu,8,13_8,1970,17468.0,3143,,,,,,,8481.0,8987.0,17468.0,,15491.0,1968.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarawak,13,Lubok Antu,8,13_8,1980,19735.0,3143,1.2,,,,,,9731.0,10004.0,19735.0,,17418.0,2254.0,,63.0,8020.0,10861.0,854.0,,,,,,,,,,,,,,,19735.0,,,,,,,,,,,
Sarawak,13,Lubok Antu,8,13_8,1991,22234.0,3143,1.2,5171.0,4754.0,417.0,4836.0,4.0,10826.0,11408.0,22097.0,137.0,19752.0,2326.0,10.0,9.0,8225.0,12729.0,1280.0,16699.0,6008.0,9464.0,920.0,307.0,,773.0,10382.0,825.0,4.0,8362,1859.0,,,22234.0,,,,,,,,,,,
Sarawak,13,Lubok Antu,8,13_8,2000,23255.0,3143,0.4,5741.0,5124.0,617.0,5143.0,4.5,11584.0,11671.0,23112.0,143.0,20950.0,2157.0,5.0,,7743.0,14012.0,1500.0,15512.0,3602.0,10567.0,1092.0,251.0,,936.0,16423.0,1500.0,6.0,2218,2047.0,125.0,,23255.0,,,,,,,,,,,
Sarawak,13,Lubok Antu,8,13_8,2010,27363.0,3143,1.6,7081.0,6748.0,333.0,6769.0,4.0,13519.0,13844.0,27052.0,311.0,25302.0,1637.0,55.0,58.0,7146.0,17669.0,2548.0,20217.0,4811.0,13746.0,1408.0,252.0,,1106.0,20957.0,1480.0,37.0,3660,102.0,21.0,,27363.0,,,,,,,,,,,
Sarawak,13,Lubok Antu,8,13_8,2020,24573.0,3143,-1.1,8309.0,6734.0,1575.0,6478.0,3.8,12490.0,12083.0,23866.0,707.0,22428.0,1393.0,10.0,35.0,4653.0,16609.0,3311.0,19920.0,5575.0,12445.0,1489.0,411.0,,1512.0,21632.0,1088.0,5.0,118,218.0,,,24573.0,,,,,,,,,,,
Sarawak,13,Betong,9,13_9,1970,34741.0,1547,,,,,,,16825.0,17916.0,34741.0,,31678.0,3022.0,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarawak,13,Betong,9,13_9,1980,36821.0,1547,0.6,,,,,,17110.0,19711.0,36821.0,,33979.0,2823.0,13.0,6.0,16193.0,18888.0,1740.0,,,,,,,,,,,,,,,36821.0,,,,,,,,,,,
Sarawak,13,Betong,9,13_9,1991,43993.0,1547,1.8,9269.0,8219.0,1050.0,8601.0,4.5,21034.0,22959.0,43971.0,22.0,41298.0,2642.0,17.0,14.0,18924.0,22817.0,2252.0,30787.0,12630.0,15780.0,1948.0,429.0,,23794.0,9296.0,1424.0,15.0,7469,1963.0,,,43993.0,,,,,,,,,,,
Sarawak,13,Betong,9,13_9,2000,50392.0,1547,1.4,11736.0,9591.0,2145.0,9776.0,5.1,25346.0,25046.0,50288.0,104.0,48064.0,2213.0,7.0,4.0,19284.0,28248.0,2860.0,31108.0,8832.0,19772.0,2099.0,405.0,,29802.0,12364.0,1112.0,3.0,5119,1989.0,3.0,,50392.0,,,,,,,,,,,
Sarawak,13,Betong,9,13_9,2010,60728.0,1547,1.9,14470.0,12977.0,1493.0,13111.0,4.6,30338.0,30390.0,60216.0,512.0,57730.0,2371.0,34.0,81.0,18748.0,37402.0,4578.0,41980.0,12498.0,26280.0,2702.0,500.0,,36753.0,17104.0,1989.0,10.0,4099,768.0,5.0,,60728.0,,,,,,,,,,,
Sarawak,13,Betong,9,13_9,2020,36303.0,1547,-5.1,12132.0,8777.0,3355.0,8873.0,4.1,18874.0,17429.0,35956.0,347.0,34596.0,1318.0,8.0,34.0,7452.0,25017.0,3834.0,28851.0,11479.0,15134.0,1758.0,480.0,,15591.0,19654.0,907.0,7.0,55,89.0,,,36303.0,,,,,,,,,,,
Sarawak,13,Saratok,10,13_10,1970,29994.0,888,,,,,,,14893.0,15101.0,29994.0,,27373.0,2594.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarawak,13,Saratok,10,13_10,1980,33956.0,888,1.2,,,,,,16653.0,17303.0,33956.0,,30850.0,3091.0,6.0,9.0,13846.0,18497.0,1613.0,,,,,,,,,,,,,,,33956.0,,,,,,,,,,,
Sarawak,13,Saratok,10,13_10,1991,37939.0,888,1.1,8443.0,7354.0,1089.0,7586.0,4.5,18794.0,19145.0,37914.0,25.0,34838.0,2997.0,33.0,46.0,14390.0,21428.0,2121.0,28049.0,10817.0,15061.0,1772.0,399.0,,14302.0,9997.0,1471.0,21.0,7978,4122.0,1.0,,37939.0,,,,,,,,,,,
Sarawak,13,Saratok,10,13_10,2000,42035.0,888,1.0,9898.0,8280.0,1618.0,8548.0,4.9,21032.0,21003.0,41942.0,93.0,39143.0,2759.0,19.0,21.0,15357.0,24072.0,2606.0,26678.0,7376.0,17105.0,1797.0,400.0,,17792.0,14235.0,2079.0,22.0,5880,1940.0,87.0,,42035.0,,,,,,,,,,,
Sarawak,13,Saratok,10,13_10,2010,45015.0,888,0.7,11285.0,9951.0,1334.0,10080.0,4.5,22375.0,22640.0,44751.0,264.0,41918.0,2748.0,26.0,59.0,13662.0,28310.0,3043.0,31353.0,8965.0,20104.0,1945.0,339.0,,18459.0,16359.0,2261.0,13.0,4522,3389.0,12.0,,45015.0,,,,,,,,,,,
Sarawak,13,Saratok,10,13_10,2020,23105.0,888,-6.7,7594.0,5545.0,2049.0,5478.0,4.2,11383.0,11722.0,22862.0,243.0,21655.0,1178.0,6.0,23.0,4207.0,16708.0,2190.0,18898.0,7383.0,10359.0,777.0,379.0,,6771.0,15065.0,1115.0,3.0,40,111.0,,,23105.0,,,,,,,,,,,
Sarawak,13,Sarikei,11,13_11,1970,54396.0,985,,,,,,,28221.0,26175.0,14902.0,,10320.0,4326.0,,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarawak,13,Sarikei,11,13_11,1980,41158.0,985,-2.8,,,,,,20672.0,20486.0,41158.0,,21362.0,19725.0,32.0,39.0,17232.0,22482.0,1444.0,,,,,,,,,,,,,,12618.0,28540.0,,,,,,,,,,,
Sarawak,13,Sarikei,11,13_11,1991,49631.0,985,1.9,11207.0,9628.0,1579.0,10359.0,4.6,24719.0,24912.0,49522.0,109.0,28099.0,21367.0,30.0,26.0,18271.0,29419.0,1941.0,36667.0,15222.0,19519.0,1670.0,256.0,,14521.0,12861.0,6827.0,22.0,4058,10741.0,5.0,21156.0,28475.0,,,,,,,,,,,
Sarawak,13,Sarikei,11,13_11,2000,57096.0,985,1.4,15092.0,12285.0,2807.0,12661.0,4.5,28725.0,28371.0,55631.0,1465.0,34008.0,21596.0,14.0,13.0,19658.0,35025.0,2413.0,37438.0,11264.0,24150.0,1755.0,269.0,,18855.0,17931.0,7480.0,17.0,5508,7045.0,260.0,25053.0,32043.0,,,,,,,,,,,
Sarawak,13,Sarikei,11,13_11,2010,56228.0,985,-0.2,14706.0,12974.0,1732.0,13097.0,4.3,28329.0,27899.0,54992.0,1236.0,32734.0,21772.0,116.0,370.0,17350.0,35685.0,3193.0,38878.0,11001.0,25913.0,1683.0,281.0,,14606.0,17001.0,13032.0,46.0,8715,2561.0,267.0,32493.0,23735.0,,,,,,,,,,,
Sarawak,13,Sarikei,11,13_11,2020,44039.0,985,-2.4,16794.0,11624.0,5170.0,11825.0,3.8,22121.0,21918.0,43546.0,493.0,26539.0,16904.0,31.0,72.0,9832.0,30147.0,4060.0,34207.0,11058.0,20376.0,1829.0,744.0,200.0,11531.0,20070.0,8317.0,16.0,157,3748.0,200.0,26018.0,18021.0,,,,,,,,,,,
Sarawak,13,Maradong,12,13_12,1970,23997.0,719,,,,,,,11741.0,12256.0,23997.0,,19765.0,4205.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarawak,13,Maradong,12,13_12,1980,27028.0,719,1.2,,,,,,13487.0,13541.0,27028.0,,14268.0,12745.0,4.0,11.0,11771.0,14158.0,1099.0,,,,,,,,,,,,,,,27028.0,,,,,,,,,,,
Sarawak,13,Maradong,12,13_12,1991,26957.0,719,0.0,6345.0,5356.0,989.0,5682.0,4.4,13038.0,13919.0,26888.0,69.0,15658.0,11194.0,30.0,6.0,10249.0,15293.0,1415.0,20319.0,8616.0,10462.0,1046.0,195.0,,5626.0,9068.0,823.0,34.0,6480,4876.0,1.0,,26957.0,,,,,,,,,,,
Sarawak,13,Maradong,12,13_12,2000,28942.0,719,0.7,6670.0,6007.0,663.0,6178.0,4.6,14180.0,14762.0,28880.0,62.0,18318.0,10543.0,7.0,12.0,10368.0,16958.0,1616.0,18574.0,5257.0,12188.0,969.0,160.0,,6313.0,11402.0,2107.0,8.0,4281,4423.0,408.0,,28942.0,,,,,,,,,,,
Sarawak,13,Maradong,12,13_12,2010,28713.0,719,-0.1,6773.0,6441.0,332.0,6544.0,4.3,14067.0,14646.0,27676.0,1037.0,18760.0,8731.0,93.0,92.0,9450.0,17207.0,2056.0,19263.0,5447.0,12590.0,1040.0,186.0,,6290.0,10841.0,3297.0,38.0,7393,304.0,550.0,10285.0,18428.0,,,,,,,,,,,
